Performance,Joke,HumanScorePostJokeOnly,Notes
2019-12-06 Silent Background Recording,tags/robot_drugs_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,selfie_drone.ogg.wav,-1,
2019-12-06 Silent Background Recording,domain_name_dot_com.wav,-1,
2019-12-06 Silent Background Recording,smoking_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/software_update_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,stripper_vagina_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/too_robotic_joke_negative.wav,-1,
2019-12-06 Silent Background Recording,robot_sexy_times.ogg.wav,-1,
2019-12-06 Silent Background Recording,c3po_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/power_cord_joke_negative.wav,-1,
2019-12-06 Silent Background Recording,siri_backpropagate.ogg.wav,-1,
2019-12-06 Silent Background Recording,silicon_valley_joke_pt1.wav,-1,
2019-12-06 Silent Background Recording,big_chips_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,boogie.ogg.wav,-1,
2019-12-06 Silent Background Recording,white_people_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,baha_men_joke_oregon.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/plastic_surgery_joke_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,rosie_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/killing_joke_negative.wav,-1,
2019-12-06 Silent Background Recording,tags/gdpr_joke_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,vibrator_pt_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/rent_prices_oregon_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,job_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/encryption_joke_negative_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,light_bulb_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,bender_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/catfish_joke_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,ip_address_joke_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,stripper_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,closing_take_jobs.ogg.wav,-1,
2019-12-06 Silent Background Recording,wall-e_joke.ogg.wav,-1,
2019-12-06 Silent Background Recording,congratulations_im_feeling_lucky.wav,-1,
2019-12-06 Silent Background Recording,domain_name_joke.wav,-1,
2019-12-06 Silent Background Recording,robot_name_joke_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/megaman_negative.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,bender_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/megaman_positive.ogg.wav,1,
2019-12-09 Singu-Hilarity in San Francisco,boogie.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/self_driving_limo_positive.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,vibrator.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,stripper_vagina_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/software_update_negative.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/family_joke_positive_2.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,light_bulb_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_tinder_2_negative.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,wall-e_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,congratulations_im_feeling_lucky.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,domain_name_dot_com.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,vibrator_pt_2.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_drugs_positive.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/inverse_kinematics_equations_negative.ogg.wav,1,
2019-12-09 Singu-Hilarity in San Francisco,robot_name_joke_2.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_babies_positive.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/too_robotic_joke_negative.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,stripper_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,white_people_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,job_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_joke_negative_2.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,congratulations_youve_won_joke.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,closing_take_jobs.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,terminator_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/encryption_joke_positive_2.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,rosie_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/catfish_joke_positive.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/power_cord_joke_negative.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/gdpr_joke_positive.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,c3po_joke.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,selfie_drone.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,domain_name_joke.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,ip_address_joke_2.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,smoking_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,big_chips_joke.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,siri_backpropagate.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,baha_men_joke_sanfran.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,robot_sexy_times.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/plastic_surgery_joke_negative.ogg.wav,0,
