Performance,Joke,HumanScorePostJokeOnly,Notes
2019-12-06 Silent Background Recording,joke_27.eaf,0,
2019-12-06 Silent Background Recording,joke_28.eaf,0,
2019-12-06 Silent Background Recording,joke_29.eaf,0,
2019-12-06 Silent Background Recording,joke_3.eaf,0,
2019-12-06 Silent Background Recording,joke_30.eaf,0,
2019-12-06 Silent Background Recording,joke_31.eaf,0,
2019-12-06 Silent Background Recording,joke_32.eaf,0,
2019-12-06 Silent Background Recording,joke_33.eaf,0,
2019-12-06 Silent Background Recording,joke_34.eaf,0,
2019-12-06 Silent Background Recording,joke_35.eaf,0,
2019-12-06 Silent Background Recording,joke_36.eaf,0,
2019-12-06 Silent Background Recording,joke_37.eaf,0,
2019-12-06 Silent Background Recording,joke_38.eaf,0,
2019-12-06 Silent Background Recording,joke_39.eaf,0,
2019-12-06 Silent Background Recording,joke_4.eaf,0,
2019-12-06 Silent Background Recording,joke_40.eaf,0,
2019-12-06 Silent Background Recording,joke_41.eaf,0,
2019-12-06 Silent Background Recording,joke_42.eaf,0,
2019-12-06 Silent Background Recording,joke_43.eaf,0,
2019-12-06 Silent Background Recording,joke_44.eaf,0,
2019-12-06 Silent Background Recording,joke_45.eaf,0,
2019-12-06 Silent Background Recording,joke_46.eaf,0,
2019-12-06 Silent Background Recording,joke_47.eaf,0,
2019-12-06 Silent Background Recording,joke_48.eaf,0,
2019-12-06 Silent Background Recording,joke_49.eaf,0,
2019-12-06 Silent Background Recording,joke_5.eaf,0,
2019-12-06 Silent Background Recording,joke_50.eaf,0,
2019-12-06 Silent Background Recording,joke_51.eaf,0,
2019-12-06 Silent Background Recording,joke_52.eaf,0,
2019-12-06 Silent Background Recording,joke_53.eaf,0,
2019-12-06 Silent Background Recording,joke_54.eaf,0,
2019-12-06 Silent Background Recording,joke_55.eaf,0,
2019-12-06 Silent Background Recording,joke_56.eaf,0,
2019-12-06 Silent Background Recording,joke_57.eaf,0,
2019-12-06 Silent Background Recording,joke_58.eaf,0,
2019-12-06 Silent Background Recording,joke_59.eaf,0,
2019-12-06 Silent Background Recording,joke_6.eaf,0,
2019-12-06 Silent Background Recording,joke_7.eaf,0,
2019-12-06 Silent Background Recording,joke_8.eaf,0,
2019-12-06 Silent Background Recording,joke_9.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_0.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_1.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_10.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_11.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_12.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_13.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_14.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_15.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_16.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_17.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_18.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_19.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_2.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_20.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_21.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_22.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_23.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_24.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_25.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_26.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_27.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_28.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_29.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_3.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_30.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_31.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_32.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_33.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_34.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_35.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_36.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_37.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_38.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_39.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_4.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_40.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_41.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_42.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_43.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_44.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_45.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_46.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_47.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_48.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_49.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_5.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_50.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_51.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_52.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_53.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_54.eaf,0,
2019-12-09 Singu-Hilarity in San Francisco,joke_55.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_6.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_7.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_8.eaf,1,
2019-12-09 Singu-Hilarity in San Francisco,joke_9.eaf,1,
